DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsFullReplicaFor,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,msDS-AuthenticatedAtDC,member,managedObjects,groupType,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDS-GenerationId,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dNSProperty,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,givenName,userPrincipalName,msDS-PSOApplied,msDS-MaximumPasswordAge,msDS-MinimumPasswordAge,msDS-MinimumPasswordLength,msDS-PasswordHistoryLength,msDS-PasswordComplexityEnabled,msDS-PasswordReversibleEncryptionEnabled,msDS-LockoutObservationWindow,msDS-LockoutDuration,msDS-LockoutThreshold,msDS-PSOAppliesTo,msDS-PasswordSettingsPrecedence,lastSetTime,priorSetTime,managedBy,msDS-KrbTgtLink,msDS-RevealedUsers,msDS-NeverRevealGroup,msDS-RevealOnDemandGroup,msDS-RevealedDSAs,msDS-AuthenticatedToAccountlist,msDS-SecondaryKrbTgtNumber,msDS-KrbTgtLinkBl,sn,l,department,company,gPCUserExtensionNames,uNCName,serverName,portName,driverName,priority,printStartTime,printEndTime,printBinNames,printMaxResolutionSupported,printOrientationsSupported,printCollate,printColor,printLanguage,printShareName,printSpooling,printKeepPrintedJobs,driverVersion,printMaxXExtent,printMaxYExtent,printMinXExtent,printMinYExtent,printStaplingSupported,printMemory,printRateUnit,printMediaReady,printNumberUp,printMediaSupported,printerName,url,shortServerName,printDuplexSupported,printAttributes,msDFS-SchemaMajorVersion,msDFS-SchemaMinorVersion,msDFS-GenerationGUIDv2,msDFS-NamespaceIdentityGUIDv2,msDFS-LastModifiedv2,msDFS-Ttlv2,msDFS-Propertiesv2,msDFS-TargetListv2,msDFSR-TombstoneExpiryInMin,msDFSR-Schedule,msDFSR-RootSizeInMb,msDFSR-StagingSizeInMb,msDFSR-ConflictPath,msDFSR-ConflictSizeInMb,msDFSR-CachePolicy,msDFSR-MinDurationCacheInMin,msDFSR-MaxAgeInCacheInMin,fromServer,msDFSR-RdcEnabled,msDFSR-RdcMinFileSizeInKb
"CN=Neven Sokec,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Neven Sokec,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41971,,,43495,Neven Sokec,X'688f604f7b0aed46a42077265d3fdf78',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f184050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Neven Sokec,,,,,Neven Sokec,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195260514158,513,,9223372036854775807,0,Neven,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neven,Neven@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sokec,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Anibal Sousa,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Anibal Sousa,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41974,,,43498,Anibal Sousa,X'56e05c9bd5438046903b5088fe1cf848',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f185050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Anibal Sousa,,,,,Anibal Sousa,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195260826372,513,,9223372036854775807,0,Anibal,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anibal,Anibal@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sousa,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Yukako Souza,OU=Research,OU=firm,DC=csa,DC=local",user,"CN=Yukako Souza,OU=Research,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41977,,,43501,Yukako Souza,X'c7131c5ddc06d64d8e11cc9f059228dc',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f186050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Yukako Souza,,,,,Yukako Souza,,,,,,,,,,,,,,,,,,"CN=Research,OU=Research,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195261295114,513,,9223372036854775807,0,Yukako,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yukako,Yukako@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Souza,London,Research,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Ryan Spanton,OU=Managers,OU=firm,DC=csa,DC=local",user,"CN=Ryan Spanton,OU=Managers,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41980,,,43504,Ryan Spanton,X'5a3ec22e37fb1c46ada37aa325692030',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f187050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Ryan Spanton,,,,,Ryan Spanton,,,,,,,,,,,,,,,,,,"CN=Managers,OU=Managers,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195261607624,513,,9223372036854775807,0,Ryan,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan,Ryan@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Spanton,London,Managers,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Alistair Speirs,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Alistair Speirs,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41983,,,43507,Alistair Speirs,X'4be6f1a23b6d394e850cd183991285f9',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f188050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Alistair Speirs,,,,,Alistair Speirs,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195262076380,513,,9223372036854775807,0,Alistair,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alistair,Alistair@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Speirs,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Mahesh Sreenivas,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Mahesh Sreenivas,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41986,,,43510,Mahesh Sreenivas,X'fc19ab9b869a0e44b275701a47f5be9a',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f189050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Mahesh Sreenivas,,,,,Mahesh Sreenivas,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195262545116,513,,9223372036854775807,0,Mahesh,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahesh,Mahesh@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sreenivas,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Sethu Srinivasan,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Sethu Srinivasan,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41989,,,43513,Sethu Srinivasan,X'06033563041c7a4d8c0576b117f21898',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18a050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Sethu Srinivasan,,,,,Sethu Srinivasan,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195262857633,513,,9223372036854775807,0,Sethu,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sethu,Sethu@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Srinivasan,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Joannie Stangeland,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Joannie Stangeland,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41992,,,43516,Joannie Stangeland,X'41eb56cef924c1469b9e73fc8587699c',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18b050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Joannie Stangeland,,,,,Joannie Stangeland,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195263326375,513,,9223372036854775807,0,Joannie,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joannie,Joannie@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Stangeland,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Alan Steiner,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Alan Steiner,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41995,,,43519,Alan Steiner,X'7418d5ab19d10f43ab80bd356edd78a5',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18c050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Alan Steiner,,,,,Alan Steiner,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195263795107,513,,9223372036854775807,0,Alan,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan,Alan@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Steiner,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Jaka Stele,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Jaka Stele,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,41998,,,43522,Jaka Stele,X'22af73ae55a4db49b0408ade2f4d8b45',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18d050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Jaka Stele,,,,,Jaka Stele,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195264107600,513,,9223372036854775807,0,Jaka,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaka,Jaka@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Stele,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Florian Stiller,OU=Research,OU=firm,DC=csa,DC=local",user,"CN=Florian Stiller,OU=Research,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42001,,,43525,Florian Stiller,X'7557d8562b2b3343aab9e6cf50b37873',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18e050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Florian Stiller,,,,,Florian Stiller,,,,,,,,,,,,,,,,,,"CN=Research,OU=Research,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195264576360,513,,9223372036854775807,0,Florian,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florian,Florian@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Stiller,London,Research,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Anne-Mette Stoltze,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Anne-Mette Stoltze,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42004,,,43528,Anne-Mette Stoltze,X'f16f7f0779d7d247b4d4bcd0782d162c',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f18f050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Anne-Mette Stoltze,,,,,Anne-Mette Stoltze,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195264888890,513,,9223372036854775807,0,Anne-Mette,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Mette,Anne-Mette@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Stoltze,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Bostjan Strazar,OU=Managers,OU=firm,DC=csa,DC=local",user,"CN=Bostjan Strazar,OU=Managers,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42007,,,43531,Bostjan Strazar,X'37cd491b080d204f9d30554f0ec511cd',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f190050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Bostjan Strazar,,,,,Bostjan Strazar,,,,,,,,,,,,,,,,,,"CN=Managers,OU=Managers,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195265357599,513,,9223372036854775807,0,Bostjan,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bostjan,Bostjan@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Strazar,London,Managers,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Susanna Stubberod,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Susanna Stubberod,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42010,,,43534,Susanna Stubberod,X'cd7bd28d0a39e949afd7cf88e4892222',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f191050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Susanna Stubberod,,,,,Susanna Stubberod,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195265670109,513,,9223372036854775807,0,Susanna,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susanna,Susanna@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Stubberod,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Nate Sun,OU=Marketing,OU=firm,DC=csa,DC=local",user,"CN=Nate Sun,OU=Marketing,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42013,,,43537,Nate Sun,X'c911928e76fc124a808bc1cd7dc1e24a',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f192050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Nate Sun,,,,,Nate Sun,,,,,,,,,,,,,,,,,,"CN=Marketing,OU=Marketing,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195266138840,513,,9223372036854775807,0,Nate,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nate,Nate@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sun,London,Marketing,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Vijay Sundaram,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Vijay Sundaram,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42016,,,43540,Vijay Sundaram,X'8226d7f7c9b6924ab996b6158ceffc5e',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f193050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Vijay Sundaram,,,,,Vijay Sundaram,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195266451648,513,,9223372036854775807,0,Vijay,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vijay,Vijay@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sundaram,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Ananth Sundararaj,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Ananth Sundararaj,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42019,,,43543,Ananth Sundararaj,X'1e148e9add321d448cc866b65985b04b',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f194050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Ananth Sundararaj,,,,,Ananth Sundararaj,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195266920100,513,,9223372036854775807,0,Ananth,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ananth,Ananth@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sundararaj,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Brad Sutton,OU=IT,OU=firm,DC=csa,DC=local",user,"CN=Brad Sutton,OU=IT,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42022,,,43546,Brad Sutton,X'bff72e5d3e145b4681039428222d0291',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f195050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Brad Sutton,,,,,Brad Sutton,,,,,,,,,,,,,,,,,,"CN=IT,OU=IT,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195267233000,513,,9223372036854775807,0,Brad,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brad,Brad@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Sutton,London,IT,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Eric Swift,OU=Sales,OU=firm,DC=csa,DC=local",user,"CN=Eric Swift,OU=Sales,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42025,,,43549,Eric Swift,X'608cbb8ff77e3049976bffe265ee5432',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f196050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,20240516110655.0Z;16010101000001.0Z,,,,,,,,,,,,,,Eric Swift,,,,,Eric Swift,,,,,,,,,,,,,,,,,,"CN=Sales,OU=Sales,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195267701342,513,,9223372036854775807,0,Eric,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric,Eric@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Swift,London,Sales,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Roberto Tamburello,OU=Research,OU=firm,DC=csa,DC=local",user,"CN=Roberto Tamburello,OU=Research,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42028,,,43552,Roberto Tamburello,X'ad41e91e074c394f904ee95f16581309',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f197050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Roberto Tamburello,,,,,Roberto Tamburello,,,,,,,,,,,,,,,,,,"CN=Research,OU=Research,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195268013845,513,,9223372036854775807,0,Roberto,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto,Roberto@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Tamburello,London,Research,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Kate Taneyhill,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Kate Taneyhill,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42031,,,43555,Kate Taneyhill,X'dec25f139bb2204590f2838b9575321f',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f198050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Kate Taneyhill,,,,,Kate Taneyhill,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195268482590,513,,9223372036854775807,0,Kate,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate,Kate@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Taneyhill,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Maurice Taylor,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Maurice Taylor,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42034,,,43558,Maurice Taylor,X'd3759625ab31f24a951e7f0b56883dd5',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f199050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Maurice Taylor,,,,,Maurice Taylor,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195268795072,513,,9223372036854775807,0,Maurice,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice,Maurice@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Taylor,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Bernard Tham,OU=Development,OU=firm,DC=csa,DC=local",user,"CN=Bernard Tham,OU=Development,OU=firm,DC=csa,DC=local",4,20240516075147.0Z,20240516075206.0Z,,42037,,,43561,Bernard Tham,X'36c5a5d152140b4e9a6e00f0856dc3d3',,,,,,,,,,,,,,X'0105000000000005150000005b6cb5bee98e9700756f53f19a050000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=csa,DC=local",,,16010101000000.0Z,,,,,,,,,,,,,,Bernard Tham,,,,,Bernard Tham,,,,,,,,,,,,,,,,,,"CN=Development,OU=Development,OU=firm,DC=csa,DC=local",544,0,0,0,0,0,0,133603195269263840,513,,9223372036854775807,0,Bernard,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernard,Bernard@csa.local,,,,,,,,,,,,,,,,,,,,,,,,Tham,London,Development,A. Datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
