DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,repsTo,repsFrom,uSNChanged,name,objectGUID,replUpToDateVector,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,msDS-ExpirePasswordsOnSmartCardOnlyAccounts,dc,cn,description,showInAdvancedViewOnly,ou,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-SupportedEncryptionTypes,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,dNSTombstoned,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,givenName,userPrincipalName,gPCUserExtensionNames
"CN=Protected Users,CN=Users,DC=andeby,DC=local",group,"CN=Protected Users,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418091336.0Z,,12445,,,,12447,Protected Users,X'f29c5adbed2b2043885d563aaeca5a25',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca80d020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418091336.0Z;16010101000417.0Z,,,,,,,,,,,,,Protected Users,Members of this group are afforded additional protections against authentication security threats. See http://go.microsoft.com/fwlink/?LinkId=298939 for more information.,,,,,,,,,,,,,,,,,,,,,,,Protected Users,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Key Admins,CN=Users,DC=andeby,DC=local",group,"CN=Key Admins,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12450,,,,12770,Key Admins,X'3548948fe6685a498f04734d513382a5',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca80e020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Key Admins,Members of this group can perform administrative actions on key objects within the domain.,,,,,,,,,,,,,,,,,,,,1,,,Key Admins,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Enterprise Key Admins,CN=Users,DC=andeby,DC=local",group,"CN=Enterprise Key Admins,CN=Users,DC=andeby,DC=local",4,20240418091336.0Z,20240418092845.0Z,,12453,,,,12773,Enterprise Key Admins,X'ea1796688ee570419c6df131f7189a18',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca80f020000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;20240418092845.0Z;20240418091336.0Z;16010101181216.0Z,,,,,,,,,,,,,Enterprise Key Admins,Members of this group can perform administrative actions on key objects within the forest.,,,,,,,,,,,,,,,,,,,,1,,,Enterprise Key Admins,268435456,,-2147483640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RID Manager$,CN=System,DC=andeby,DC=local",rIDManager,"CN=RID Manager$,CN=System,DC=andeby,DC=local",4,20240418091346.0Z,20240418115159.0Z,,12470,,,,13500,RID Manager$,X'145d0dc5f74f614da126b2806bbfa1a0',,,,,,,,,,,,,,,,,,,,,"CN=NTDS Settings,CN=DOMAINC1,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=andeby,DC=local",-1946157056,,"CN=RID-Manager,CN=Schema,CN=Configuration,DC=andeby,DC=local",TRUE,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,RID Manager$,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4611686014132422710,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=RID Set,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",rIDSet,"CN=RID Set,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",4,20240418091346.0Z,20240418091346.0Z,,12473,,,,12476,RID Set,X'a6b53eb6c21cea42bc559473d19058bb',,,,,,,,,,,,,,,,,,,,,,,,"CN=RID-Set,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,RID Set,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876242641998,6876242641998,0,1135,,,,,,,,,,,,,,,,,,,,,,
"CN=DnsAdmins,CN=Users,DC=andeby,DC=local",group,"CN=DnsAdmins,CN=Users,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12486,,,,12488,DnsAdmins,X'71048adf8439a340a5ea067699f564ca',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca84f040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,DnsAdmins,DNS Administrators Group,,,,,,,,,,,,,,,,,,,,,,,DnsAdmins,536870912,,-2147483644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DnsUpdateProxy,CN=Users,DC=andeby,DC=local",group,"CN=DnsUpdateProxy,CN=Users,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12491,,,,12491,DnsUpdateProxy,X'995baee628f4c545a67d133544368731',,,,,,,,,,,,,,X'010500000000000515000000148d7e36ba23e369dcf4aca850040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,DnsUpdateProxy,DNS clients who are permitted to perform dynamic updates on behalf of some other clients (such as DHCP servers).,,,,,,,,,,,,,,,,,,,,,,,DnsUpdateProxy,268435456,,-2147483646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DC=@,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=@,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12503,,,,12503,@,X'1e5779ef0b4bc04ea052ff0d5f01b47b',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,@,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'1600020005080000000000000000000000000000000000001403014d0c524f4f542d53455256455253034e455400';X'1600020005080000000000000000000000000000000000001403014c0c524f4f542d53455256455253034e455400';X'1600020005080000000000000000000000000000000000001403014b0c524f4f542d53455256455253034e455400';X'1600020005080000000000000000000000000000000000001403014a0c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301490c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301480c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301470c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301460c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301450c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301440c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301430c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301420c524f4f542d53455256455253034e455400';X'160002000508000000000000000000000000000000000000140301410c524f4f542d53455256455253034e455400',,,,,,,,,,,,,,,,,,,,,
"DC=A.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=A.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12504,,,,12505,A.ROOT-SERVERS.NET,X'12b9ad60f4bfd541bb6e51ee4873fcf2',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,A.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010503ba3e00000000000000020030',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=B.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=B.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12506,,,,12507,B.ROOT-SERVERS.NET,X'19762ae534c9174ba3a3ca79bbac605d',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,B.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c0005080000000000000000000000000000000000002001050000840000000000000000000b',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=C.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=C.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12508,,,,12509,C.ROOT-SERVERS.NET,X'd9c66051e08c434c8ce568d0dfd41fa9',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,C.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c0005080000000000000000000000000000000000002001050000020000000000000000000c',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=D.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=D.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12510,,,,12511,D.ROOT-SERVERS.NET,X'134c2261265cee4a86292501c055202f',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,D.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010500002d0000000000000000000d',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=E.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=E.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12512,,,,12512,E.ROOT-SERVERS.NET,X'965b2c3cf268654c9409515b07248085',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,E.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'040001000508000000000000000000000000000000000000c0cbe60a',,,,,,,,,,,,,,,,,,,,,
"DC=F.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=F.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12513,,,,12514,F.ROOT-SERVERS.NET,X'73e744dc570e604cb86453e080399e4d',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,F.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010500002f0000000000000000000f',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=G.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=G.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12515,,,,12515,G.ROOT-SERVERS.NET,X'ce22f990f3cfc14ba3aa8a9e6f279a21',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,G.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'040001000508000000000000000000000000000000000000c0702404',,,,,,,,,,,,,,,,,,,,,
"DC=H.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=H.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12516,,,,12517,H.ROOT-SERVERS.NET,X'8cae744a1ee49942ab4e9193772f43dc',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,H.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010500000100000000000000000053',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=I.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=I.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12518,,,,12519,I.ROOT-SERVERS.NET,X'73e6c8a4cdd9fe43adef4d83538cee25',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,I.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c000508000000000000000000000000000000000000200107fe000000000000000000000053',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=J.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=J.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12520,,,,12521,J.ROOT-SERVERS.NET,X'230620c06994c14e8ecaea296c41dbed',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,J.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c000508000000000000000000000000000000000000200105030c2700000000000000020030',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=K.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=K.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12522,,,,12523,K.ROOT-SERVERS.NET,X'3a1d7c421cd40b48b0721ed4cfc457c1',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,K.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c000508000000000000000000000000000000000000200107fd000000000000000000000001',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=L.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=L.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12524,,,,12525,L.ROOT-SERVERS.NET,X'da7f023156128a47bc4598620512a5c5',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,L.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010500009f00000000000000000042',FALSE,,,,,,,,,,,,,,,,,,,,
"DC=M.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",dnsNode,"DC=M.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=andeby,DC=local",4,20240418091416.0Z,20240418091416.0Z,,12526,,,,12527,M.ROOT-SERVERS.NET,X'31bde03f58d0564ab67fe4ef46cb3df8',,,,,,,,,,,,,,,,,,,,,,,,"CN=Dns-Node,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091416.0Z;20240418091416.0Z;16010101000001.0Z,,,,,,,,,,,,M.ROOT-SERVERS.NET,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'10001c00050800000000000000000000000000000000000020010dc3000000000000000000000035',FALSE,,,,,,,,,,,,,,,,,,,,
"CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-GlobalSettings,"CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12572,,,,12573,DFSR-GlobalSettings,X'9fc3fbc06a3237409d871b7236562fb2',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-GlobalSettings,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,DFSR-GlobalSettings,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,
"CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-ReplicationGroup,"CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12574,,,,12574,Domain System Volume,X'7f8c7e4e42d3fc48a8177708bc1e5e84',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-ReplicationGroup,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,Domain System Volume,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
"CN=Content,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-Content,"CN=Content,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12575,,,,12575,Content,X'22d0be951ac01e479afdeb0c3138153c',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-Content,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,Content,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=SYSVOL Share,CN=Content,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-ContentSet,"CN=SYSVOL Share,CN=Content,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12576,,,,12576,SYSVOL Share,X'0ef7d59a2ad2e84696d722eef8d3c48c',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-ContentSet,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,SYSVOL Share,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"~*,*.TMP,*.BAK","DO_NOT_REMOVE_NtFrs_PreInstall_Directory,NtFrs_PreExisting___See_EventLog",,,,,,,,,,,,,,,,
"CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-Topology,"CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12577,,,,12577,Topology,X'01c234c2bfe389429e58e15d18b13cb7',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-Topology,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,Topology,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=DOMAINC1,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",msDFSR-Member,"CN=DOMAINC1,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12580,,,,12580,DOMAINC1,X'578a20c1251c2b499986dccc316aef8d',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-Member,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,DOMAINC1,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CN=NTDS Settings,CN=DOMAINC1,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=andeby,DC=local","CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local","CN=Domain System Volume,CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",,,,,,,,,,,,,
"CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",msDFSR-LocalSettings,"CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",4,20240418091904.0Z,20240418092405.0Z,,12581,,,,12764,DFSR-LocalSettings,X'fddcf39fa4e9584c82d0be3e421b4acd',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-LocalSettings,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091904.0Z;16010101000001.0Z,,,,,,,,,,,,,DFSR-LocalSettings,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,1.0.0.0,,,,,,,,,,,,
"CN=Domain System Volume,CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",msDFSR-Subscriber,"CN=Domain System Volume,CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",4,20240418091904.0Z,20240418091904.0Z,,12584,,,,12584,Domain System Volume,X'a53953143fdb67419fdab238b2bd3c59',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-Subscriber,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;20240418091904.0Z;16010101000001.0Z,,,,,,,,,,,,,Domain System Volume,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'7f8c7e4e42d3fc48a8177708bc1e5e84',"CN=DOMAINC1,CN=Topology,CN=Domain System Volume,CN=DFSR-GlobalSettings,CN=System,DC=andeby,DC=local",,,,,,,,,,
"CN=SYSVOL Subscription,CN=Domain System Volume,CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",msDFSR-Subscription,"CN=SYSVOL Subscription,CN=Domain System Volume,CN=DFSR-LocalSettings,CN=DOMAINC1,OU=Domain Controllers,DC=andeby,DC=local",4,20240418091904.0Z,20240418092405.0Z,,12585,,,,12765,SYSVOL Subscription,X'a41dbe625e28054f8be2f12d68854354',,,,,,,,,,,,,,,,,,,,,,,,"CN=ms-DFSR-Subscription,CN=Schema,CN=Configuration,DC=andeby,DC=local",,,20240418120741.0Z;16010101000001.0Z,,,,,,,,,,,,,SYSVOL Subscription,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X'7f8c7e4e42d3fc48a8177708bc1e5e84',,C:\\Windows\\SYSVOL\\domain,C:\\Windows\\SYSVOL\\staging areas\\andeby.local,TRUE,0,X'0ef7d59a2ad2e84696d722eef8d3c48c',FALSE,,,,
